,Name,Address,Phone,Website,Opening hours,Rating
223,"The Parents Estate Planning Law Firm, PC","289 Great Rd #302, Acton, MA 01720, USA",+1 978-263-6900,http://www.parentsestateplanning.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
224,Thorn Law Group,"10 Post Office Square, Boston, MA 02109, USA",+1 617-692-2989,http://www.boston-tax-lawyer.com/?utm_source=GMBlisting&utm_medium=organic,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
225,Thorn Law Group,"10 Post Office Square, Boston, MA 02109, USA",+1 617-692-2989,http://www.boston-tax-lawyer.com/?utm_source=GMBlisting&utm_medium=organic,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
226,Law Office of Christopher Earley,"44 School St Suite #805, Boston, MA 02108, USA",+1 617-338-7400,https://www.chrisearley.com/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",5.0
227,"McLane Middleton, Professional Association","300 Tradecenter Dr #7000, Woburn, MA 01801, USA",+1 781-904-2700,http://www.mclane.com/,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
228,"Law Office Of Vugar Jafarov, LLC.","327 Boston Post Road MILLBROOK, PARK UNIT E, Sudbury, MA 01776, USA",+1 508-485-5600,http://www.vj-legal.com/,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
229,Lando & Anastasi,"1 Main St #11, Cambridge, MA 02142, USA",+1 617-395-7000,http://www.lalaw.com/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",
230,Philipp Shirin,"155 Seaport Blvd # 1600, Boston, MA 02210, USA",+1 617-832-1237,http://www.foleyhoag.com/,None,
231,Philipp Shirin,"155 Seaport Blvd # 1600, Boston, MA 02210, USA",+1 617-832-1237,http://www.foleyhoag.com/,None,
232,Hogan Lovells US LLP,"125 High St #2010, Boston, MA 02110, USA",,https://www.hoganlovells.com/en/locations/boston,None,5.0
233,"Law Offices of Elliott M. Loew, P.C.","51 Winchester St # 205, Newton, MA 02461, USA",+1 617-969-2660,http://elliottmloewpc.com/,None,5.0
234,Barron Michael K,"33 Arch St, Boston, MA 02110, USA",+1 617-406-6006,https://www.dlapiper.com/,None,
235,Higgins Erin K,"One Federal St, Boston, MA 02110, USA",+1 617-482-8200,http://www.connkavanaugh.com/erin-k-higgins,None,
236,Conn Kavanaugh Rosenthal,"1 Federal St, Boston, MA 02110, USA",+1 617-482-8200,http://www.connkavanaugh.com/,None,
237,Law Offices of Juliane Soprano,"18 Main St Ext #405, Plymouth, MA 02360, USA",+1 800-584-1116,https://www.julianesoprano.com/locations/plymouth-ma-south-shore-boston/?utm_source=googlemapspl,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
238,"KP Law, PC","101 Arch St, Boston, MA 02110, USA",+1 617-556-0007,http://www.k-plaw.com/,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
239,"KP Law, PC","101 Arch St, Boston, MA 02110, USA",+1 617-556-0007,http://www.k-plaw.com/,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
240,Law Offices of John P. Gibbons,"1 Norfolk St, Dedham, MA 02026, USA",+1 781-326-2200,,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
241,United Law,"1075 Main St #3, Waltham, MA 02451, USA",+1 888-685-7689,,None,
242,"Levine-Piro Law, P.C.","163 Main St, Maynard, MA 01754, USA",+1 978-637-2048,http://www.levinepirolaw.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: 9:00 AM – 5:00 PM']",4.7
243,Law Office of Louis S. Haskell,"16 Pine St #2, Lowell, MA 01851, USA",+1 978-459-8359,http://attorneyhaskell.com/,"['Monday: 9:00 AM – 6:00 PM', 'Tuesday: 9:00 AM – 6:00 PM', 'Wednesday: 9:00 AM – 6:00 PM', 'Thursday: 9:00 AM – 6:00 PM', 'Friday: 9:00 AM – 6:00 PM', 'Saturday: 10:00 AM – 4:00 PM', 'Sunday: 10:00 AM – 4:00 PM']",3.8
244,Massachusetts Academy of Trial,"8 District Ave # 160, Burlington, MA 01803, USA",+1 781-425-5040,https://www.massacademy.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
245,Massachusetts Academy of Trial,"8 District Ave # 160, Burlington, MA 01803, USA",+1 781-425-5040,https://www.massacademy.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
246,"Chapin Intellectual Property Law, LLC","352 Turnpike Rd #110, Southborough, MA 01772, USA",+1 508-662-9600,http://www.chapin-ip-law.com/,"['Monday: 7:30 AM – 8:00 PM', 'Tuesday: 7:30 AM – 8:00 PM', 'Wednesday: 7:30 AM – 8:00 PM', 'Thursday: 7:30 AM – 8:00 PM', 'Friday: 7:30 AM – 8:00 PM', 'Saturday: 7:30 AM – 8:00 PM', 'Sunday: 7:30 AM – 8:00 PM']",3.0
247,Kevin S Sullivan Law Office,"Professional Center, 9 Fletcher St A, Chelmsford, MA 01824, USA",+1 978-250-2777,http://www.kevinsullivanlaw.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
248,"Morton J Shuman, P.C. Attorney At Law","855 Worcester Rd, Framingham, MA 01701, USA",+1 508-879-4040,http://www.mortonjshumanlaw.com/,"['Monday: 8:30 AM – 7:00 PM', 'Tuesday: 8:30 AM – 7:00 PM', 'Wednesday: 8:30 AM – 7:00 PM', 'Thursday: 8:30 AM – 7:00 PM', 'Friday: 8:30 AM – 7:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.5
249,"Morton J Shuman, P.C. Attorney At Law","855 Worcester Rd, Framingham, MA 01701, USA",+1 508-879-4040,http://www.mortonjshumanlaw.com/,"['Monday: 8:30 AM – 7:00 PM', 'Tuesday: 8:30 AM – 7:00 PM', 'Wednesday: 8:30 AM – 7:00 PM', 'Thursday: 8:30 AM – 7:00 PM', 'Friday: 8:30 AM – 7:00 PM', 'Saturday: Closed', 'Sunday: Closed']",4.5
250,Guerin Christopher,"1 International Pl, Boston, MA 02110, USA",+1 857-488-4200,https://www.duanemorris.com/,None,
251,Guerin Christopher,"1 International Pl, Boston, MA 02110, USA",+1 857-488-4200,https://www.duanemorris.com/,None,
252,Guerin Christopher,"1 International Pl, Boston, MA 02110, USA",+1 857-488-4200,https://www.duanemorris.com/,None,
253,Guerin Christopher,"1 International Pl, Boston, MA 02110, USA",+1 857-488-4200,https://www.duanemorris.com/,None,
254,"Gilman, McLaughlin & Hanrahan, LLP","101 Merrimac St Suite 810, Boston, MA 02114, USA",+1 617-227-9999,https://www.gilmac.com/,"['Monday: 9:00 AM – 5:30 PM', 'Tuesday: 9:00 AM – 5:30 PM', 'Wednesday: 9:00 AM – 5:30 PM', 'Thursday: 9:00 AM – 5:30 PM', 'Friday: 9:00 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",
255,Locke Lord LLP: F. Andrew Anderson,"111 Huntington Ave, Boston, MA 02199, USA",+1 617-239-0223,https://www.lockelord.com/,None,
256,Norman S. Zalkind,"65 Atlantic Ave, Boston, MA 02109, USA",+1 617-742-6020,http://www.zalkindlaw.com/,None,5.0
257,Moriarty Troyer & Malloy LLC,"30 Braintree Hill Office Park #205, Braintree, MA 02184, USA",+1 781-817-4900,https://lawmtm.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
258,Moriarty Troyer & Malloy LLC,"30 Braintree Hill Office Park #205, Braintree, MA 02184, USA",+1 781-817-4900,https://lawmtm.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
259,Attisani David A,"2 International Pl, Boston, MA 02110, USA",+1 617-248-5000,https://www.choate.com/,None,
260,Jonathan W. Fitch,"1 Beacon St, Boston, MA 02108, USA",+1 617-542-5542,,None,
261,Cervizzi & Associates,"350 Park St Suite 201, North Reading, MA 01864, USA",+1 978-276-0777,http://www.cervizzilaw.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.7
262,Cormier Law LLC,"44 Burlington Mall Road, Burlington, MA 01803, USA",+1 781-365-1062,http://www.cormierllc.com/,"['Monday: 7:30 AM – 5:00 PM', 'Tuesday: 7:30 AM – 5:00 PM', 'Wednesday: 7:30 AM – 5:00 PM', 'Thursday: 7:30 AM – 5:00 PM', 'Friday: 7:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
263,Law Office of Rosario Mario F. Rizzo,"801 Main St #2, Concord, MA 01742, USA",+1 978-371-2500,https://www.rizzolawfirm.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
264,Ruth O'Meara-Costello,"65 Atlantic Ave, Boston, MA 02109, USA",+1 617-742-6020,https://www.zalkindlaw.com/ruth-omeara-costello.html,None,
265,Gregory R. Youman,"1 Lincoln St # 14, Boston, MA 02111, USA",+1 617-261-3160,http://www.klgates.com/,None,
266,Shannon Timothy R,"60 State St # 25, Boston, MA 02109, USA",+1 617-526-6000,http://www.wilmerhale.com/,None,
267,Choate Hall & Stewart LLP,"2 International Pl #4120, Boston, MA 02110, USA",+1 617-248-5000,https://www.choate.com/,None,
268,Nutter McClennen & Fish LLP,"1471 Iyannough Rd, Hyannis, MA 02601, USA",+1 508-790-5400,http://www.nutter.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",3.0
269,Ogletree Deakins,"201 Washington St, Boston, MA 02108, USA",+1 617-994-5700,http://www.ogletreedeakins.com/,None,
270,Seyfarth Shaw: King Carl K,"2 Seaport Ln # 300, Boston, MA 02210, USA",+1 617-946-4800,https://www.seyfarth.com/,None,
271,Wolf Greenfield & Sacks,"600 Atlantic Ave, Boston, MA 02210, USA",+1 617-646-8000,http://www.wolfgreenfield.com/,None,4.0
272,Dewees Jr Robert L,"100 Summer St, Boston, MA 02110, USA",+1 617-345-1316,http://www.nixonpeabody.com/,None,
273,Kirkpatrick & Lockhart,"1 Lincoln St # 18, Boston, MA 02111, USA",+1 617-261-3138,http://www.klgates.com/,None,
274,Fletcher Tilton PC,"161 Worcester Rd # 501, Framingham, MA 01701, USA",+1 508-532-3500,https://www.fletchertilton.com/,None,
275,"Scott C Gladstone, Attorney At Law","822 Boylston St # 300, Chestnut Hill, MA 02467, USA",+1 617-730-4525,http://www.sgladstonelaw.com/,None,5.0
276,O’Neil & Hauser P.C.,"262 Washington St 9th floor, Boston, MA 02108, USA",+1 617-426-8100,http://www.oneilhauser.com/,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",5.0
277,SederLaw,"1900 W Park Dr #280, Westborough, MA 01581, USA",+1 508-366-5006,http://www.sederlaw.com/,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']",
278,Peckham Deborah,"1 Lincoln St # 14, Boston, MA 02111, USA",+1 617-261-3126,http://www.klgates.com/,None,
279,Cetrulo LLP,"2 Seaport Ln 10th floor, Boston, MA 02210, USA",+1 617-217-5500,http://www.cetllp.com/,"['Monday: 8:30 AM – 5:30 PM', 'Tuesday: 8:30 AM – 5:30 PM', 'Wednesday: 8:30 AM – 5:30 PM', 'Thursday: 8:30 AM – 5:30 PM', 'Friday: 8:30 AM – 5:30 PM', 'Saturday: Closed', 'Sunday: Closed']",3.0
