,Name,Link,Phone
3364,Mental Health Court,https://sb-court.org/locations/mental-health-court,(909) 498-2296
3365,Needles District,https://sb-court.org/locations/needles-district,(760) 718-3700
3366,Rancho Cucamonga District,https://sb-court.org/locations/rancho-cucamonga-district,(909) 350-9764
3367,San Bernardino Justice Center,https://www.sb-court.org/locations/san-bernardino,
3368,Victorville District,https://sb-court.org/locations/victorville-district,(760) 245-6215
3369,San Bernardino Juvenile Delinquency,https://sb-court.org/locations/juvenile-courts/san-bernardino-juvenile-delinquency,(909) 269-8840
3370,San Bernardino Juvenile Dependency,https://sb-court.org/locations/juvenile-courts/san-bernardino-juvenile-dependency,(909) 269-8900
3371,San Bernardino Child Support Division,https://sb-court.org/locations/san-bernardino-justice-center/child-support-division-san-bernardino-district,(909) 269-8789
3372,San Bernardino Family Law,https://sb-court.org/locations/san-bernardino-justice-center/family-law-division-san-bernardino-district,(909) 521-3136
3373,Wakefield Taylor Courthouse,http://www.cc-courts.org/locations/taylor.aspx,(925) 608-1000
3374,Spinetta Family Law Center,http://www.cc-courts.org/locations/spinetta.aspx,(925) 608-1000
3375,A. F. Bray Courthouse,http://www.cc-courts.org/locations/bray.aspx,(925) 608-1000
3376,"Richmond Superior Court, George D. Carroll Courthouse
",http://www.cc-courts.org/locations/rich.aspx,(925) 608-1000
3377,"Pittsburg Superior Court, Richard E. Arnason Justice Center",http://www.cc-courts.org/locations/pitt.aspx,(925) 608-1000
3378,Walnut Creek Superior Court ,http://www.cc-courts.org/locations/wc.aspx,(925) 608-1000
3379,Court Records,http://www.cc-courts.org/locations/records.aspx,(925) 608-1000
3380,Humboldt County Courthouse,https://www.humboldt.courts.ca.gov/gi/contact.htm,(707) 445-7256
3381,Stockton Courthouse,https://www.sjcourts.org/general-info/court-locations-contact/stockton-courthouse/,(209) 992-5555
3382,Juvenile Justice Center,https://www.sjcourts.org/general-info/court-locations-contact/juvenile-justice-center/,(209) 992-5698
3383,Lodi Branch Department L-1,https://www.sjcourts.org/general-info/court-locations-contact/lodi-branch/,(209) 992-5521
3384,Lodi Branch Department L-2,https://www.sjcourts.org/general-info/court-locations-contact/lodi-branch/,(209) 992-5520
3385,Manteca Branch,https://www.sjcourts.org/general-info/court-locations-contact/manteca-branch/,(209) 239-9188
3386,Main Courthouse,https://www.stanct.org/main-courthouse,(209) 530-3100
3387,City Towers Courthouse,https://www.stanct.org/city-towers-courthouse-civil,(209) 530-3100
3388,Turlock Division,https://www.stanct.org/turlock-court-small-claims-ud,(209) 530-3100
3389,Traffic Court,https://www.stanct.org/traffic-court,"(209) 530-3100, option 1"
3390,Juvenile Court,https://www.stanct.org/juvenile-court,(209) 530-3100
3391,Banning Justice Center,https://www.riverside.courts.ca.gov/bldgs/banning.shtml,(951) 572-5408
3392,Blythe Courthouse,https://www.riverside.courts.ca.gov/bldgs/blythe.shtml,(760) 775-8500
3393,Corona Courthouse,https://www.riverside.courts.ca.gov/bldgs/corona.shtml,(951) 777-3147
3394,Hemet Courthouse,https://www.riverside.courts.ca.gov/bldgs/hemet.shtml,(951) 306-3561
3395,Indio Juvenile,https://www.riverside.courts.ca.gov/bldgs/indiojuv.shtml,(760)393-2617
3396,Larson Justice Center,https://www.riverside.courts.ca.gov/bldgs/larson.shtml,(760)393-2617
3397,Moreno Valley Courthouse,https://www.riverside.courts.ca.gov/bldgs/moval.shtml,(951)777-3147
3398,Southwest Justice Center,https://www.riverside.courts.ca.gov/bldgs/swjc.shtml,(951)704-7634
3399,Southwest Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/SouthwestJuvenileCourt.shtml,(951)704-7634
3400,Palm Springs Courthouse,https://www.riverside.courts.ca.gov/bldgs/palmsprings.shtml,(760) 393-2617
3401,Riverside Family Law Courthouse,https://www.riverside.courts.ca.gov/bldgs/rivfamlaw.shtml,(951) 777-3147
3402,Riverside Hall of Justice,https://www.riverside.courts.ca.gov/bldgs/hoj.shtml,(951) 777-3147
3403,Riverside Historic Courthouse,https://www.riverside.courts.ca.gov/bldgs/historic.shtml,(951) 777-3147
3404,Riverside Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/rivjuv.shtml,(951) 777-3147
3405,Temecula Courthouse,https://www.riverside.courts.ca.gov/bldgs/temecula.shtml,(951) 704-7634
3406,Riverside Self-Help Center,https://www.riverside.courts.ca.gov/SelfHelp/SelfHelpInfoCenters/self-help-info-centers.php,
3407,Hon. Howard G. Gibson Courthouse,http://www.placer.courts.ca.gov/general-contact-us.shtml,
3408,Historic Courthouse,http://www.placer.courts.ca.gov/general-contact-us.shtml,
3409,Juvenile Courthouse,http://www.placer.courts.ca.gov/general-contact-us.shtml,
3410,Tahoe Courthouse,http://www.placer.courts.ca.gov/general-contact-us.shtml,
3411,Department 20 (at the Bill Santucci Justice Center),http://www.placer.courts.ca.gov/general-contact-us.shtml,
3412,Hall of Justice,http://sonoma.courts.ca.gov/info/locations#HOJ,(707) 521-6500
3413,Civil and Family Law Courthouse,http://sonoma.courts.ca.gov/info/locations#ECA2,(707) 521-6500
3414,Empire College Annex,http://sonoma.courts.ca.gov/info/locations#ECA,(707) 521-6500
3415,Juvenile Justice Center,http://sonoma.courts.ca.gov/info/locations#ECA3,(707) 521-6700
3416,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
3417,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
3418,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
3419,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
3420,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
3421,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
3422,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
3423,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
3424,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
3425,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
3426,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
3427,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
3428,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
3429,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
3430,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
3431,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
3432,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
3433,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
3434,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
3435,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
3436,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
3437,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
3438,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
3439,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
3440,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
3441,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
3442,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
3443,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
3444,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
3445,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
3446,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
3447,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
3448,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
3449,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
3450,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
3451,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
3452,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
3453,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
3454,Hall of Justice,http://marincourt.org/directions.htm,(415) 444-7000
3455,Salinas Courthouse,https://www.monterey.courts.ca.gov/general-information/locations,(831) 775-5400
3456,Juvenile Justice Court,https://www.monterey.courts.ca.gov/general-information/locations,(831) 775-5400
3457,Monterey Courthouse,https://www.monterey.courts.ca.gov/general-information/locations,(831) 647-5800
3458,Marina Courthouse,https://www.monterey.courts.ca.gov/general-information/locations,(831) 883-5300
3459,Hall of Justice,http://marincourt.org/directions.htm,(415) 444-7000
3460,Appeals,https://sb-court.org/locations/appeals-and-appellate-division,(909) 384-1888
3461,Barstow District,https://sb-court.org/locations/barstow-district,
3462,Big Bear District,https://sb-court.org/locations/big-bear-district,(760) 718-3700
3463,Fontana District,https://sb-court.org/locations/fontana-district,(909) 350-9322
3464,Joshua Tree District,https://sb-court.org/locations/joshua-tree-district,((760) 974) 3048 [criminal/traffic]; (760) 974-3047 [family law]
3465,Mental Health Court,https://sb-court.org/locations/mental-health-court,(909) 498-2296
3466,Needles District,https://sb-court.org/locations/needles-district,(760) 718-3700
3467,Rancho Cucamonga District,https://sb-court.org/locations/rancho-cucamonga-district,(909) 350-9764
3468,San Bernardino Justice Center,https://www.sb-court.org/locations/san-bernardino,
3469,Victorville District,https://sb-court.org/locations/victorville-district,(760) 245-6215
3470,San Bernardino Juvenile Delinquency,https://sb-court.org/locations/juvenile-courts/san-bernardino-juvenile-delinquency,(909) 269-8840
3471,San Bernardino Juvenile Dependency,https://sb-court.org/locations/juvenile-courts/san-bernardino-juvenile-dependency,(909) 269-8900
3472,San Bernardino Child Support Division,https://sb-court.org/locations/san-bernardino-justice-center/child-support-division-san-bernardino-district,(909) 269-8789
3473,San Bernardino Family Law,https://sb-court.org/locations/san-bernardino-justice-center/family-law-division-san-bernardino-district,(909) 521-3136
3474,Southern Branch: Hall of Justice and Records,https://www.sanmateocourt.org/general_info/locations_and_contact_info/hoj.php,(650) 261-5100
3475,Northern Branch,https://www.sanmateocourt.org/general_info/locations_and_contact_info/northern_branch.php,(650) 261-5100
3476,Juvenile Branch,https://www.sanmateocourt.org/general_info/locations_and_contact_info/juvenile_branch.php,(650) 261-5100
3477,Southern Branch: Hall of Justice and Records,https://www.sanmateocourt.org/general_info/locations_and_contact_info/hoj.php,(650) 261-5100
3478,Northern Branch,https://www.sanmateocourt.org/general_info/locations_and_contact_info/northern_branch.php,(650) 261-5100
3479,Juvenile Branch,https://www.sanmateocourt.org/general_info/locations_and_contact_info/juvenile_branch.php,(650) 261-5100
3480,Central Justice Center,https://www.occourts.org/locations/cjc.html,(657) 622-6878
3481,Community Court,https://www.occourts.org/locations/community-court.html,(657) 622-5801
3482,Civil Complex Center,https://www.occourts.org/locations/cxc.html,(657) 622-6878
3483,Department CJ1 Orange County Men's Jail,https://www.occourts.org/locations/oc-jail-cj1.html,(657) 622-7102
3484,Harbor Justice Center,https://www.occourts.org/locations/hjc-nb.html,(657) 622-5400
3485,Lamoreaux Justice Center,https://www.occourts.org/locations/ljc.html,(657) 622-6878
3486,North Justice Center,https://www.occourts.org/locations/njc.html,(657) 622-5600
3487,West Justice Center,https://www.occourts.org/locations/wjc.html,(657) 622-5900
3488,Superior Court Service Center,https://www.occourts.org/locations/scsc.html,(657) 622-6878
3489,Central Courthouse,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1905044&_dad=portal&_schema=PORTAL",(619) 844-2700
3490,Hall of Justice,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059017&_dad=portal&_schema=PORTAL",(858) 634-1919
3491,Kearny Mesa,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059076&_dad=portal&_schema=PORTAL",(858) 634-1800
3492,Juvenile Court,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1058981&_dad=portal&_schema=PORTAL",(858) 634-1600
3493,East County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059067&_dad=portal&_schema=PORTAL",(619) 456-4100
3494,North County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1058990&_dad=portal&_schema=PORTAL",(760) 201-8600
3495,South County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059049&_dad=portal&_schema=PORTAL",(619) 746-6200
3496,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
3497,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
3498,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
3499,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
3500,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
3501,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
3502,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
3503,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
3504,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
3505,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
3506,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
3507,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
3508,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
3509,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
3510,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
3511,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
3512,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
3513,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
3514,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
3515,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
3516,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
3517,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
3518,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
3519,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
3520,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
3521,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
3522,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
3523,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
3524,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
3525,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
3526,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
3527,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
3528,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
3529,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
3530,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
3531,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
3532,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
3533,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
3534,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
3535,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
3536,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
3537,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
3538,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
3539,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
3540,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
3541,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
3542,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
3543,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
3544,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
3545,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
3546,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
3547,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
3548,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
3549,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
3550,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
3551,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
3552,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
3553,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
3554,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
3555,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
3556,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
3557,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
3558,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
3559,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
3560,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
3561,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
3562,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
3563,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
3564,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
3565,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
3566,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
3567,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
3568,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
3569,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
3570,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
3571,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
3572,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
3573,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
3574,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
3575,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
3576,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
3577,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
3578,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
3579,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
3580,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
3581,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
3582,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
3583,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
3584,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
3585,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
3586,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
3587,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
3588,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
3589,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
3590,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
3591,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
3592,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
3593,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
3594,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
3595,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
3596,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
3597,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
3598,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
3599,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
3600,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
3601,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
3602,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
3603,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
3604,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
3605,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
3606,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
3607,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
3608,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
3609,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
3610,Banning Justice Center,https://www.riverside.courts.ca.gov/bldgs/banning.shtml,(951) 572-5408
3611,Blythe Courthouse,https://www.riverside.courts.ca.gov/bldgs/blythe.shtml,(760) 775-8500
3612,Corona Courthouse,https://www.riverside.courts.ca.gov/bldgs/corona.shtml,(951) 777-3147
3613,Hemet Courthouse,https://www.riverside.courts.ca.gov/bldgs/hemet.shtml,(951) 306-3561
3614,Indio Juvenile,https://www.riverside.courts.ca.gov/bldgs/indiojuv.shtml,(760)393-2617
3615,Larson Justice Center,https://www.riverside.courts.ca.gov/bldgs/larson.shtml,(760)393-2617
3616,Moreno Valley Courthouse,https://www.riverside.courts.ca.gov/bldgs/moval.shtml,(951)777-3147
3617,Southwest Justice Center,https://www.riverside.courts.ca.gov/bldgs/swjc.shtml,(951)704-7634
3618,Southwest Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/SouthwestJuvenileCourt.shtml,(951)704-7634
3619,Palm Springs Courthouse,https://www.riverside.courts.ca.gov/bldgs/palmsprings.shtml,(760) 393-2617
3620,Riverside Family Law Courthouse,https://www.riverside.courts.ca.gov/bldgs/rivfamlaw.shtml,(951) 777-3147
3621,Riverside Hall of Justice,https://www.riverside.courts.ca.gov/bldgs/hoj.shtml,(951) 777-3147
3622,Riverside Historic Courthouse,https://www.riverside.courts.ca.gov/bldgs/historic.shtml,(951) 777-3147
3623,Riverside Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/rivjuv.shtml,(951) 777-3147
3624,Temecula Courthouse,https://www.riverside.courts.ca.gov/bldgs/temecula.shtml,(951) 704-7634
3625,Riverside Self-Help Center,https://www.riverside.courts.ca.gov/SelfHelp/SelfHelpInfoCenters/self-help-info-centers.php,
3626,Downtown Superior Court,http://www.scscourt.org/general_info/contact/courthouses/dts.shtml,(408) 882-2100
3627,Family Justice Center,http://www.scscourt.org/general_info/contact/courthouses/fjcc.shtml,(408) 792-4200
3628,Hall of Justice,http://www.scscourt.org/general_info/contact/courthouses/hoj.shtml,(408) 808-6600
3629,Juvenile Justice,http://www.scscourt.org/general_info/contact/courthouses/guadalupe.shtml,(408) 808-6200
3630,Old Courthouse,http://www.scscourt.org/general_info/contact/courthouses/och.shtml,(408) 883-2100
3631,Palo Alto Courthouse,http://www.scscourt.org/general_info/contact/courthouses/paloalto.shtml,(650) 462-3800
3632,Santa Clara Courthouse,http://www.scscourt.org/general_info/contact/courthouses/santaclara.shtml,(408) 556-3000
3633,South County Courthouse,http://www.scscourt.org/general_info/contact/courthouses/southcounty.shtml,(408) 695-5000
3634,Main Courthouse,http://www.sanbenito.courts.ca.gov/general_info/contact.shtml,(831) 636-4057
3635,Central Justice Center,https://www.occourts.org/locations/cjc.html,(657) 622-6878
3636,Community Court,https://www.occourts.org/locations/community-court.html,(657) 622-5801
3637,Civil Complex Center,https://www.occourts.org/locations/cxc.html,(657) 622-6878
3638,Department CJ1 Orange County Men's Jail,https://www.occourts.org/locations/oc-jail-cj1.html,(657) 622-7102
3639,Harbor Justice Center,https://www.occourts.org/locations/hjc-nb.html,(657) 622-5400
3640,Lamoreaux Justice Center,https://www.occourts.org/locations/ljc.html,(657) 622-6878
3641,North Justice Center,https://www.occourts.org/locations/njc.html,(657) 622-5600
3642,West Justice Center,https://www.occourts.org/locations/wjc.html,(657) 622-5900
3643,Superior Court Service Center,https://www.occourts.org/locations/scsc.html,(657) 622-6878
3644,Alameda - George E. McDonald Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Alameda-George-E-McDonald-Hall-of-Justice,(510) 891-6005
3645,Berkeley Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Berkeley-Courthouse,(510) 647-4439
3646,Dublin - East County Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/East-County-Hall-of-Justice,(925) 227-6700
3647,Fremont Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Fremont-Hall-of-Justice,(510) 818-7500
3648,Hayward Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Hayward-Hall-of-Justice,(510) 690-2700
3649,Oakland - René C. Davidson Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Ren-C-Davidson-Courthouse,(510) 891-6000
3650,Oakland - Wiley W. Manuel Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Wiley-W-Manuel-Courthouse,(510) 627-4700
3651,Oakland - Administration Building,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Administration-Building,
